"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:44:57.263","45.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:56.553","40.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:56.263","42.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:55.553","42.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:55.263","42.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:54.553","39.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:54.263","48.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:53.553","41.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:53.264","42.64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:52.553","40.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:52.263","43.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:51.553","41.27%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:51.263","42.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:50.553","39.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:50.263","42.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:49.553","39.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:49.263","42.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:48.553","39.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:48.263","41.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:47.553","41.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:47.263","43.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:46.553","39.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:46.263","41.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:45.553","40.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:45.263","43.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:44.553","42.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:44.263","46.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:43.553","39.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:43.263","45.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:42.553","41.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:42.263","45.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:41.553","40.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:41.263","42.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:40.553","41.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:40.263","41.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:39.553","44.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:39.263","50%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:38.553","45.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:38.263","49.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:37.553","45.04%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:37.263","47.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:36.553","45.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:36.263","47.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:35.553","45.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:35.263","48.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:34.553","45.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:34.263","47.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:33.553","47.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:33.263","48.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:32.553","43.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:32.263","46.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:31.553","43.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:31.263","46.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:30.553","43.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:30.263","48.26%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:29.553","45.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:29.263","50.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:28.553","43.94%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:28.263","47.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:27.553","44.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:27.263","47.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:26.553","43.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:26.263","47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:25.553","44.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:25.263","51.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:24.553","44.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:24.263","46.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:23.553","44.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:23.263","46.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:22.553","44.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:22.263","47.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:21.553","44.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:21.263","47.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:20.553","43.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:20.263","49.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:19.553","42.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:19.264","51.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:18.553","43.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:18.264","46.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:17.553","44.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:17.263","47.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:16.553","47.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:16.263","47.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:15.553","43.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:15.263","46.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:14.553","48.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:14.263","49.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:13.553","45.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:13.263","48.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:12.553","47.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:12.263","49.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:11.553","44.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:11.263","51.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:10.553","46.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:10.263","50.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:09.553","46.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:09.263","61.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:08.553","59.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:08.263","67.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:07.553","58.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:07.263","65.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:06.553","58.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:06.263","63.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:05.553","59.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:05.263","67.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:04.553","58.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:04.263","76.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:03.553","55.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:03.263","65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:02.553","57.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:02.263","63.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:01.553","59.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:01.263","62.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:44:00.553","59.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:44:00.263","71.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:59.553","60.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:59.263","73.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:58.553","60.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:58.263","69.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:57.553","50.73%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:57.263","59.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:56.553","65.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:56.263","59.8%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:55.553","40.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:55.263","42.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:54.553","41.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:54.263","41.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:53.553","41.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:53.263","41.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:52.553","41.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:52.263","41.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:51.553","41.35%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:51.263","41.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:50.553","41.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:50.263","41.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:49.553","42.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:49.263","41.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:48.553","41.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:48.263","39.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:47.553","40.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:47.263","40.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:46.553","40.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:46.263","41.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:45.553","42.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:45.263","41.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:44.553","43.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:44.263","42.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:43.553","41.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:43.263","40.46%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:42.553","42.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:42.263","40.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:41.553","39.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:41.263","40.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:40.553","39.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:40.263","38.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:39.553","41.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:39.263","41.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:38.553","41.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:38.263","41.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:37.553","41.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:37.263","40.7%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:36.553","39.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:36.263","41.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:35.553","42.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:35.263","43.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:34.553","40.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:34.263","41.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:33.553","40.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:33.263","42.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:32.553","40.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:32.263","43.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:31.553","40.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:31.263","41.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:30.553","41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:30.263","41.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:29.553","40.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:29.263","40.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:28.553","38.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:28.263","41.71%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:27.553","42.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:27.263","41.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:26.553","40.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:26.263","40.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:25.553","39.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:25.263","44.92%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:24.553","41.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:24.263","41.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:23.553","40.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:23.263","41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:22.553","39.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:22.263","40.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:21.553","42.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:21.263","40.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:20.553","40.72%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:20.263","41.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:19.553","40.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:19.263","42.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:18.553","43.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:18.263","41.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:17.553","41.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:17.263","40.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:16.553","40.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:16.263","40.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:15.553","41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:15.263","41.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:14.553","42.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:14.263","43.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:13.553","39.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:13.263","40.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:12.553","41.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:12.263","45.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:11.553","42.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:11.263","42.89%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:10.553","41.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:10.263","42.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:09.553","40.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:09.263","42.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:08.553","39.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:08.263","41.96%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:07.553","40.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:07.263","41.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:06.553","42.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:06.263","42.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:05.553","38.07%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:05.263","39.95%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:04.553","39.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:04.263","42.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:03.553","40.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:03.263","40.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:02.553","40.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:02.263","43.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:01.553","41.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:01.263","41.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:43:00.553","40.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:43:00.263","40.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:59.553","40.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:59.263","42.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:58.553","41.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:58.263","41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:57.553","40.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:57.263","42.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:56.553","42.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:56.263","43.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:55.553","41.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:55.263","40.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:54.553","40.85%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:54.263","42.86%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:53.553","41.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:53.263","41.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:52.553","40.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:52.263","43.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:51.553","40.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:51.263","41.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:50.553","46.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:50.263","49.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:49.553","47.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:49.263","45.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:48.553","44.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:48.263","45.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:47.553","46.31%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:47.263","46.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:46.553","44.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:46.263","45.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:45.553","44.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:45.263","43.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:44.553","45.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:44.263","47.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:43.553","45.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:43.263","43.55%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:42.553","45.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:42.263","44.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:41.553","46.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:41.263","43.65%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:40.553","43.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:40.263","47.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:39.553","45.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:39.263","44.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:38.554","48.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:38.263","46.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:37.553","44.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:37.263","47.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:36.553","45.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:36.263","48.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:35.553","50.76%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:35.263","48.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:34.553","52.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:34.263","55.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:33.553","57.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:33.263","57.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:32.553","58.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:32.263","54.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:31.553","54.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:31.263","54.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:30.553","55.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:30.263","53.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:29.553","50.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:29.263","53.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:28.553","51.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:28.263","51.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:27.553","52.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:27.263","52.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:26.553","51.52%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:26.263","54.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:25.553","53.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:25.263","51.41%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:24.553","54.16%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:24.263","54.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:23.553","52.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:23.263","51.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:22.553","53.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:22.263","52.17%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:21.553","51.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:21.263","52.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:20.553","54.45%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:20.263","58.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:19.553","54.01%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:19.263","56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:18.553","57.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:18.263","65.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:17.553","65.66%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:17.263","67.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:16.553","63.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:16.263","66.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:15.553","68.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:15.263","64.18%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:14.553","67.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:14.263","68.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:13.553","66.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:13.263","66.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:12.553","67.26%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:12.263","67.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:11.553","77.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:11.263","63.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:10.553","68.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:10.263","62.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:09.553","64.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:09.263","69.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:08.553","78.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:08.263","76.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:07.553","86.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:07.263","76.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:06.553","88.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:06.263","73.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:05.553","82.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:05.263","77.64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:04.553","75.98%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:04.263","75.06%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:03.553","81.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:03.263","77.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:02.553","86.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:02.263","77.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:01.553","84.42%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:01.263","77.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:42:00.553","83.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:42:00.263","80.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:59.553","78.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:41:59.263","79.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:41:58.553","82.02%","ip-172-31-8-7"
