"@timestamp","system.cpu.total.norm.pct","agent.hostname"
"Oct 6, 2021 @ 14:38:59.263","67.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:58.553","62.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:58.263","63.22%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:57.553","61.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:57.263","60%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:56.553","61.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:56.263","59.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:55.553","62.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:55.263","60.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:54.553","61.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:54.263","59.59%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:53.553","62.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:53.263","61.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:52.553","61.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:52.263","61.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:51.553","62.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:51.263","62.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:50.553","65.02%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:50.264","63.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:49.553","63.12%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:49.263","62.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:48.553","62.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:48.263","61.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:47.553","64.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:47.263","59.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:46.553","62.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:46.263","62.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:45.553","70.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:45.263","60.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:44.553","71.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:44.263","60.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:43.553","72.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:43.263","60.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:42.553","73.3%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:42.263","59.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:41.553","67.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:41.263","63.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:40.553","68.23%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:40.263","67.09%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:39.553","64.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:39.264","61.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:38.553","60.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:38.263","59.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:37.553","65.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:37.263","63.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:36.553","69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:36.263","61.77%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:35.553","62.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:35.263","60.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:34.553","61.37%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:34.263","61.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:33.553","61.78%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:33.263","59.03%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:32.553","65.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:32.263","61.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:31.553","62.72%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:31.263","60.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:30.553","57.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:30.263","63.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:29.553","60.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:29.263","63.43%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:28.553","59.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:28.263","62.47%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:27.553","61.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:27.263","61.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:26.553","59.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:26.263","61.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:25.553","58.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:25.263","61.4%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:24.553","59.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:24.263","65.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:23.553","57.97%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:23.263","67.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:22.553","59.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:22.263","68.51%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:21.553","58.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:21.263","65.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:20.553","57.65%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:20.263","65.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:19.553","56.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:19.263","59.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:18.553","55.53%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:18.263","59.14%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:17.553","57.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:17.263","57.99%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:16.553","60.05%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:16.263","63.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:15.553","56.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:15.263","66.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:14.553","55.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:14.263","63.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:13.553","54.34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:13.263","61.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:12.553","57.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:12.263","60.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:11.553","55.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:11.263","64.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:10.553","54.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:10.264","61.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:09.553","55.17%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:09.263","61.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:08.553","54.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:08.263","59.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:07.553","62.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:07.263","61.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:06.553","69.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:06.263","60.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:05.553","63.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:05.263","59.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:04.553","58.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:04.263","60.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:03.553","55.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:03.263","50.74%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:02.553","32.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:02.263","39.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:01.553","36.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:01.263","37.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:38:00.553","34.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:38:00.263","41.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:59.553","30.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:59.263","37.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:58.553","31.82%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:58.263","37.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:57.553","35.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:57.263","38.29%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:56.553","33.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:56.263","39.39%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:55.553","34.95%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:55.263","37.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:54.553","31.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:54.263","35.61%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:53.553","32.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:53.263","36.97%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:52.553","36.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:52.263","37.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:51.553","34.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:51.263","37.53%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:50.553","33.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:50.263","35.68%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:49.553","31.57%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:49.263","36.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:48.553","29.87%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:48.263","35.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:47.553","31.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:47.263","35.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:46.553","37.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:46.263","37.88%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:45.553","32.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:45.263","36.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:44.553","34%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:44.263","37.81%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:43.553","33.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:43.263","36.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:42.553","36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:42.263","37.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:41.553","35.41%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:41.263","37.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:40.553","37.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:40.263","37.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:39.553","37.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:39.263","35.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:38.553","35.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:38.263","36.02%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:37.553","38.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:37.263","36.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:36.553","37.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:36.263","38.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:35.553","38.56%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:35.263","38.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:34.553","37.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:34.263","35.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:33.553","36.64%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:33.263","36.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:32.553","38.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:32.263","37.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:31.553","42.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:31.263","41.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:30.553","39.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:30.263","37.78%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:29.553","39.13%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:29.263","41.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:28.553","52.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:28.263","49.12%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:27.553","50.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:27.263","45.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:26.553","49.49%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:26.263","45.55%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:25.553","45.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:25.263","46.15%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:24.553","46.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:24.263","43.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:23.553","47.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:23.263","45.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:22.553","46.67%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:22.263","44.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:21.553","45.2%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:21.263","43.58%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:20.553","45.32%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:20.263","43.94%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:19.553","47.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:19.263","44.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:18.553","52.47%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:18.263","57.11%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:17.553","54.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:17.263","50.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:16.553","52.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:16.263","49.13%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:15.553","49.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:15.263","46.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:14.553","48.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:14.263","44.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:13.553","47.36%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:13.263","47.62%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:12.553","48.09%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:12.263","44.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:11.553","43.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:11.263","42.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:10.553","44.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:10.263","39.23%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:09.553","44.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:09.263","42.45%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:08.553","44.8%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:08.263","40.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:07.553","43.11%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:07.263","41.04%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:06.553","42.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:06.263","40.2%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:05.553","40.61%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:05.263","39.9%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:04.553","44.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:04.263","42.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:03.553","41.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:03.263","41.37%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:02.553","38.96%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:02.263","38.36%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:01.553","41.46%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:01.263","38.05%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:37:00.553","40.15%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:37:00.263","40.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:59.553","42.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:59.263","41.16%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:58.553","42.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:58.263","42.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:57.553","43.19%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:57.263","45.63%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:56.553","49.38%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:56.263","49.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:55.553","54.79%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:55.263","53.69%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:54.553","64.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:54.263","58.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:53.553","63.44%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:53.263","59.35%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:52.553","63.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:52.263","55.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:51.553","63.93%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:51.263","56.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:50.553","65.06%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:50.263","58.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:49.553","65.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:49.263","59.34%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:48.553","63.1%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:48.263","59.19%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:47.553","62.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:47.263","56.72%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:46.553","61.54%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:46.263","55.56%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:45.553","63.55%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:45.263","56.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:44.553","64.77%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:44.263","60%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:43.553","63.14%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:43.263","58.21%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:42.553","62.81%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:42.263","58.31%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:41.553","61.18%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:41.263","57.25%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:40.553","65.9%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:40.263","61.07%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:39.553","71.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:39.263","69.85%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:38.553","72.68%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:38.263","70.3%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:37.553","70.03%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:37.263","68.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:36.553","67.91%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:36.263","64.52%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:35.553","68.62%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:35.263","63.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:34.553","67.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:34.263","64.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:33.553","65.99%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:33.263","65.91%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:32.553","72.59%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:32.263","65.84%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:31.553","71.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:31.263","66.83%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:30.553","68.29%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:30.263","62.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:29.553","66.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:29.263","65.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:28.553","67.08%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:28.263","65.42%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:27.553","65.89%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:27.263","61.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:26.553","63.71%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:26.263","60.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:25.553","65.48%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:25.263","64.57%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:24.553","65.24%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:24.263","64.38%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:23.554","66.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:23.263","63.01%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:22.553","67.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:22.263","62.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:21.553","68.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:21.263","66.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:20.553","68.92%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:20.263","65.93%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:19.553","68.86%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:19.263","66.67%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:18.553","66.84%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:18.263","67.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:17.553","68.21%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:17.263","64%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:16.553","66.33%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:16.263","68.08%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:15.553","84.58%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:15.263","73.24%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:14.553","79.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:14.263","72.1%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:13.553","75.69%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:13.263","76.27%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:12.553","74.88%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:12.263","74.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:11.553","79.7%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:11.263","74.33%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:10.553","78.63%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:10.263","74.5%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:09.553","76.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:09.263","74.75%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:08.553","76.83%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:08.263","72.82%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:07.553","76.28%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:07.263","73.54%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:06.553","77.75%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:06.263","70.49%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:05.553","78.43%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:05.263","72.6%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:04.553","75.25%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:04.263","73.28%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:03.553","77.5%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:03.264","74.44%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:02.553","78.39%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:02.263","74.32%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:01.553","76.6%","ip-172-31-8-7"
"Oct 6, 2021 @ 14:36:01.263","75.73%","ip-172-31-14-6"
"Oct 6, 2021 @ 14:36:00.553","71.14%","ip-172-31-8-7"
